Parent Itemnumber,Child Itemnumber,Item description,Itemnumber,Conversion,Conversion Required,,Points of Attention,Amazon,Used in Amazon,TEMP SubsetLookup,TEMP SubsetLookup NEW,Review Comment Dennis,VI Progress Status,VI Progress Status Comment,Spec Item,Parent Spec Item,Markcode,PDB item,Loeka --> ESOT lib,Conversion,OK to start,Started,Reference PartGroup Revision ,dotM: 026208 range,New Model ,Reviewed,Reviewed,Ready,Released,Fixed colour,Documentation,nldge,Total number of Objects,Unidentified Objects [0/1],Conversion Required = No [0/1],Conversion Required = Yes [0/1],Conversion Required =? [0/1],In Analysis,OK to start Conversion = Yes [0/1],In Progress [0/1],Ready for Release [0/1],Released [0/1],Total number of Objects,Unidentified Objects [0/1],Conversion Required = No [0/1],Conversion Required = Yes [0/1],Conversion Required =? [0/1],In Analysis,OK to start Conversion = Yes [0/1],In Progress [0/1],Ready for Release [0/1],Released [0/1]
009249-315 child 11,009249-294,Weldment motorsupport LRJ left,009249-294,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-315,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,B01,026205-700,SLD01098182,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-315 child 12,013064-872,Channel LRJ short left,013064-872,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-315,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,B01,026205-701,SLD01098201,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-315 child 13,009249-560,Cover rollers LRJ 45ø left,009249-560,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-315,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,A01,026205-702,SLD01098143,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-315 child 14,009249-298,Protection plate,009249-298,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-315,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-661,SLD01096907,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-315 child 15,013064-809,Weldment Cross member LRJ 45ø Left,013064-809,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-315,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,D01,026205-687,SLD01097824,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-315 child 16,009249-269,Weldment crossmember ETU,009249-269,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-315,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,C02,026205-730,SLD01097514,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-315 child 17,009249-512,Safety cover Junction left,009249-512,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-315,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,A01,026205-648,SLD01097178,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-315 child 18,007772-005,Transparent Cover LRJ,007772-005,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-315,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,B01,026205-728,SLD01097418,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-315 child 19,007772-004,Assy Transparent Cover for LRJ,007772-004,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-315,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A02,026205-735,SLD01097551,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-315 child 20,009249-187,Assy trussing bracket,009249-187,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-315,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-592,SLD01097072,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-315 child 21,009249-271,Assy crossmember ETU,009249-271,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-315,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,B02,026205-746,SLD01097618,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-315 child 22,013064-874,Assy ETU LRJ left,013064-874,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-315,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,C03,026205-703,SLD01098216,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316,,Assy LRJ 45ø Powertwist Right,009249-316,dotM,Yes,,,No,,No,No,,6. Converted,,Yes,-,.M # LRJ Fennerbelt,Yes,Captured in ticket ITTISLIBS-4171,TSG,Yes,Yes,E01,026205-706,SLD01098236,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-316 child 01,013064-777,cover,013064-777,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,B01,026205-726,SLD01097369,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 02,013064-808,Weldment cross member LRJ 45ø Right,013064-808,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,E01,026205-682,SLD01097787,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-316 child 03,009249-295,Weldment motorsupport LRJ right,009249-295,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,C01,026205-734,SLD01097529,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 04,013064-774,Weldment motor plate,013064-774,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A02,026205-733,SLD01097517,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 05,013064-779,cover support,013064-779,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,B02,026205-725,SLD01097358,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 06,009249-561,Cover rollers LRJ 45ø Right,009249-561,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,A01,026205-683,SLD01098159,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-316 child 07,013064-810,Bracket LRJ 45ø Right,013064-810,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,E01,026205-684,SLD01097943,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-316 child 08,013064-806,Channel for LRJ 45ø Right,013064-806,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,F01,026205-685,SLD01098003,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-316 child 09,009249-269,Weldment crossmember ETU,009249-269,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,C02,026205-730,SLD01097514,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 10,009249-582,Safety cover Junction right,009249-582,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-729,SLD01097430,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 11,009249-298,Protection plate,009249-298,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-661,SLD01096907,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 12,013064-877,Weldment ETU LRJ Right,013064-877,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,A03,026205-709,SLD01098227,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 13,013064-881,Cover ETU LRJ,013064-881,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-727,SLD01097385,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 14,009249-280,Cover,009249-280,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-724,SLD01097353,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 15,013064-851,CHannel LRJ short right,013064-851,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,B01,026205-686,SLD01098205,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-316 child 16,009249-145,Nutplate,009249-145,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-576,SLD01096539,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 17,009249-188,Trussing bracket,009249-188,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-577,SLD01096546,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 18,007772-005,Transparent Cover LRJ,007772-005,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,B01,026205-728,SLD01097418,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 19,007772-004,Assy Transparent Cover for LRJ,007772-004,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A02,026205-735,SLD01097551,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 20,009249-187,Assy trussing bracket,009249-187,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-592,SLD01097072,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 21,009249-271,Assy crossmember ETU,009249-271,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,B02,026205-746,SLD01097618,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-316 child 22,013064-875,Assy ETU LRJ Right,013064-875,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-316,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,B04,026205-708,SLD01098221,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-317,,Assy extension field,009249-317,dotM,Yes,,,Yes,,No,No,,6. Converted,,Yes,-,.M # LRJ Fennerbelt,Yes,Captured in ticket ITTISLIBS-4014,TSG,Yes,Yes,C01,026205-326,SLD01097693,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-317 child 01,009249-297,Cover rollers extension field,009249-297,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-317,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,C01,026205-645,SLD01097154,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-317 child 02,009249-296,Belt cover extension field,009249-296,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-317,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,A01,026205-646,SLD01097165,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-317 child 03,009249-571,Conveyor Channel,009249-571,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-317,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,B01,026205-647,SLD01097173,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-317 child 04,009249-269,Weldment crossmember ETU,009249-269,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-317,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,C02,026205-730,SLD01097514,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-317 child 05,009249-512,Safety cover Junction left,009249-512,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-317,.M # LRJ Fennerbelt,Yes,,TSG,Yes,Yes,A01,026205-648,SLD01097178,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-317 child 06,009249-145,Nutplate,009249-145,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-317,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-576,SLD01096539,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-317 child 07,009249-188,Trussing bracket,009249-188,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-317,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-577,SLD01096546,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-317 child 08,009249-582,Safety cover Junction right,009249-582,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-317,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-729,SLD01097430,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-317 child 09,009249-187,Assy trussing bracket,009249-187,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-317,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-592,SLD01097072,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-317 child 10,009249-271,Assy crossmember ETU,009249-271,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-317,.M # LRJ Fennerbelt,Yes,,VI,Yes,Yes,B02,026205-746,SLD01097618,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318,,Assy LRC 30ø CW,009249-318,dotM,Yes,,,No,,No,No,,6. Converted,,Yes,-,.M # LRC Fennerbelt,Yes,Captured in ticket ITTISLIBS-4171,TSG,Yes,Yes,D01,026205-681,SLD01097634,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-318 child 01,009249-581,Cover plate,009249-581,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,A01,026205-574,SLD01096430,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 02,009249-501,Weldment crossmember ETU,009249-501,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,A02,026205-575,SLD01096436,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 03,009249-321,Outer Channel LRC 30ø W=520,009249-321,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,B01,026205-641,SLD01097111,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-318 child 04,009249-574,Weldment Fingerprotection LRC,009249-574,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,A01,026205-572,SLD01096376,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 05,009249-320,Inner Channel LRC 30ø,009249-320,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,B01,026205-638,SLD01097098,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-318 child 06,009249-145,Nutplate,009249-145,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-576,SLD01096539,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 07,009249-188,Trussing bracket,009249-188,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-577,SLD01096546,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 08,012632-792,Weldment Bracket Pulley,012632-792,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,VI,Yes,Yes,B01,026205-581,SLD01096830,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 09,013064-794,Weldment motorsupport CW,013064-794,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,VI,Yes,Yes,A03,026205-663,SLD01097029,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 10,013064-801,Weldment motor plate,013064-801,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-579,SLD01096621,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 11,009249-148,Protection motor drive right,009249-148,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,VI,Yes,Yes,B01,026205-657,SLD01096637,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 12,009249-336,Front cover curve,009249-336,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,A01,026205-585,SLD01096503,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 13,009249-335,Weldment bottom cover curve,009249-335,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,C01,026205-583,SLD01096468,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 14,009249-360,Mounting bracket safety covering,009249-360,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,A01,026205-584,SLD01096489,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 15,009249-334,Safety cover outer curve,009249-334,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,A01,026205-582,SLD01096459,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 16,009249-323,Outer Channel LRC 30ø W=720,009249-323,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,B01,026205-639,SLD01097101,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-318 child 17,009249-322,Outer Channel LRC 30ø W=620,009249-322,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,B01,026205-643,SLD01097115,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-318 child 18,009249-326,Outer Channel LRC 30ø W=1020,009249-326,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,B01,026205-640,SLD01097104,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-318 child 19,009249-325,Outer Channel LRC 30ø W=920,009249-325,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,B01,026205-637,SLD01097097,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-318 child 20,009249-324,Outer Channel LRC 30ø W=820,009249-324,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,B01,026205-642,SLD01097114,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-318 child 21,009249-187,Assy trussing bracket,009249-187,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-592,SLD01097072,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 22,009249-361,Assy mounting bracket safety covering,009249-361,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,A01,026205-593,SLD01096595,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 23,009249-333,Assy safety covers curve,009249-333,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,B01,026205-594,SLD01096600,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 24,009249-500,Assy crossmember ETU,009249-500,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,A02,026205-595,SLD01096610,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 25,013064-663,Assy Bracket Pulley,013064-663,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,VI,Yes,Yes,C03,026205-596,SLD01097089,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-318 child 26,013064-804,Assy drive frame Right,013064-804,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-318,.M # LRC Fennerbelt,Yes,,VI,Yes,Yes,C01,026205-669,SLD01097219,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
009249-319,,Assy LRC 30ø CCW,009249-319,dotM,Yes,,,No,,No,No,,6. Converted,,Yes,-,.M # LRC Fennerbelt,Yes,Captured in ticket ITTISLIBS-4171,TSG,Yes,Yes,D01,026205-680,SLD01097615,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-319 child 01,009249-325,Outer Channel LRC 30ø W=920,009249-325,dotM,Yes,,,No,No,No,No,,6. Converted,,No,009249-319,.M # LRC Fennerbelt,Yes,,TSG,Yes,Yes,B01,026205-637,SLD01097097,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
009249-319 child 02,013064-801,Weldment motor plate,013064-801,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,009249-319,.M # LRC Fennerbelt,Yes,,VI,Yes,Yes,A01,026205-579,SLD01096621,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
